region,year,sector,emissions
Galicia,2021,agriculture:cropland-fires,879.778267048125
Galicia,2022,agriculture:cropland-fires,750.8014745531077
Galicia,2023,agriculture:cropland-fires,750.8014745531077
Galicia,2024,agriculture:cropland-fires,750.8014745531077
Galicia,2025,agriculture:cropland-fires,243.79037551462667
España,2021,agriculture:cropland-fires,2372.952746461497
España,2022,agriculture:cropland-fires,1875.4397112881888
España,2023,agriculture:cropland-fires,1875.4397112881888
España,2024,agriculture:cropland-fires,1875.4397112881888
España,2025,agriculture:cropland-fires,608.9681053731736
Murcia,2021,agriculture:cropland-fires,3760.3931431074175
Murcia,2022,agriculture:cropland-fires,2959.856629671869
Murcia,2023,agriculture:cropland-fires,2959.856629671869
Murcia,2024,agriculture:cropland-fires,2959.856629671869
Murcia,2025,agriculture:cropland-fires,961.0856979824986
Asturias,2021,agriculture:cropland-fires,2091.01342888066
Asturias,2022,agriculture:cropland-fires,1620.2623129915987
Asturias,2023,agriculture:cropland-fires,1620.2623129915987
Asturias,2024,agriculture:cropland-fires,1620.2623129915987
Asturias,2025,agriculture:cropland-fires,526.1102583096738
Extremadura,2021,agriculture:cropland-fires,4903.70161498049
Extremadura,2022,agriculture:cropland-fires,3991.4152238738607
Extremadura,2023,agriculture:cropland-fires,3991.4152238738607
Extremadura,2024,agriculture:cropland-fires,3991.4152238738607
Extremadura,2025,agriculture:cropland-fires,1296.0398310914297
Baleares,2021,agriculture:cropland-fires,274.4382427825703
Baleares,2022,agriculture:cropland-fires,218.3728247595954
Baleares,2023,agriculture:cropland-fires,218.3728247595954
Baleares,2024,agriculture:cropland-fires,218.3728247595954
Baleares,2025,agriculture:cropland-fires,70.90715023171657
Cataluña,2021,agriculture:cropland-fires,2964.883774404326
Cataluña,2022,agriculture:cropland-fires,2421.4282819076197
Cataluña,2023,agriculture:cropland-fires,2421.4282819076197
Cataluña,2024,agriculture:cropland-fires,2421.4282819076197
Cataluña,2025,agriculture:cropland-fires,786.2543297206054
Cantabria,2021,agriculture:cropland-fires,2728.782218522699
Cantabria,2022,agriculture:cropland-fires,2104.1178204280204
Cantabria,2023,agriculture:cropland-fires,2104.117820428021
Cantabria,2024,agriculture:cropland-fires,2104.117820428021
Cantabria,2025,agriculture:cropland-fires,683.2214519483881
Comunidad Valenciana,2021,agriculture:cropland-fires,627.4544530005937
Comunidad Valenciana,2022,agriculture:cropland-fires,534.8765094286783
Comunidad Valenciana,2023,agriculture:cropland-fires,534.8765094286783
Comunidad Valenciana,2024,agriculture:cropland-fires,534.8765094286783
Comunidad Valenciana,2025,agriculture:cropland-fires,173.67806205386805
Andalucía,2021,agriculture:cropland-fires,8066.8761945416345
Andalucía,2022,agriculture:cropland-fires,6236.71355787662
Andalucía,2023,agriculture:cropland-fires,6236.71355787662
Andalucía,2024,agriculture:cropland-fires,6236.71355787662
Andalucía,2025,agriculture:cropland-fires,2025.1035617063862
Castilla-La Mancha,2021,agriculture:cropland-fires,4991.508404553813
Castilla-La Mancha,2022,agriculture:cropland-fires,3892.3863368971115
Castilla-La Mancha,2023,agriculture:cropland-fires,3892.3863368971115
Castilla-La Mancha,2024,agriculture:cropland-fires,3892.3863368971115
Castilla-La Mancha,2025,agriculture:cropland-fires,1263.8844739682609
Madrid,2021,agriculture:cropland-fires,4496.722697373529
Madrid,2022,agriculture:cropland-fires,3514.4711168015774
Madrid,2023,agriculture:cropland-fires,3514.4711168015774
Madrid,2024,agriculture:cropland-fires,3514.4711168015774
Madrid,2025,agriculture:cropland-fires,1141.1728164363917
Navarra,2021,agriculture:cropland-fires,1835.921065564612
Navarra,2022,agriculture:cropland-fires,1422.2487691505808
Navarra,2023,agriculture:cropland-fires,1422.2487691505808
Navarra,2024,agriculture:cropland-fires,1422.2487691505808
Navarra,2025,agriculture:cropland-fires,461.81390588346517
Aragón,2021,agriculture:cropland-fires,7745.3456741805285
Aragón,2022,agriculture:cropland-fires,6095.431767653165
Aragón,2023,agriculture:cropland-fires,6095.431767653165
Aragón,2024,agriculture:cropland-fires,6095.431767653165
Aragón,2025,agriculture:cropland-fires,1979.2283978190799
La Rioja,2021,agriculture:cropland-fires,3298.805287027155
La Rioja,2022,agriculture:cropland-fires,2535.800622987354
La Rioja,2023,agriculture:cropland-fires,2535.800622987354
La Rioja,2024,agriculture:cropland-fires,2535.800622987354
La Rioja,2025,agriculture:cropland-fires,823.391811365686
Canarias,2021,agriculture:cropland-fires,17.574054180238203
Canarias,2022,agriculture:cropland-fires,15.435899508165553
Canarias,2023,agriculture:cropland-fires,15.435899508165553
Canarias,2024,agriculture:cropland-fires,15.435899508165553
Canarias,2025,agriculture:cropland-fires,5.012142177453247
Castilla y León,2021,agriculture:cropland-fires,12364.915928200044
Castilla y León,2022,agriculture:cropland-fires,9562.762078234364
Castilla y León,2023,agriculture:cropland-fires,9562.762078234364
Castilla y León,2024,agriculture:cropland-fires,9562.762078234364
Castilla y León,2025,agriculture:cropland-fires,3105.09427195442
País Vasco,2021,agriculture:cropland-fires,349.0207341607872
País Vasco,2022,agriculture:cropland-fires,264.5969940758964
País Vasco,2023,agriculture:cropland-fires,264.5969940758964
País Vasco,2024,agriculture:cropland-fires,264.5969940758964
País Vasco,2025,agriculture:cropland-fires,85.91645425869689
Galicia,2021,agriculture:crop-residues,22455.576871100307
Galicia,2022,agriculture:crop-residues,19521.184454870745
Galicia,2023,agriculture:crop-residues,18191.55443535
Galicia,2024,agriculture:crop-residues,18191.55443535
Galicia,2025,agriculture:crop-residues,6063.604109369519
España,2021,agriculture:crop-residues,68708.3902276258
España,2022,agriculture:crop-residues,57121.422649946886
España,2023,agriculture:crop-residues,53080.47522937623
España,2024,agriculture:crop-residues,53080.37953252354
España,2025,agriculture:crop-residues,17692.734674258743
Murcia,2021,agriculture:crop-residues,59634.593722804064
Murcia,2022,agriculture:crop-residues,49759.09439288205
Murcia,2023,agriculture:crop-residues,45196.13712877566
Murcia,2024,agriculture:crop-residues,45196.13254829253
Murcia,2025,agriculture:crop-residues,15064.761380662438
Asturias,2021,agriculture:crop-residues,42534.48113218979
Asturias,2022,agriculture:crop-residues,37050.91252361069
Asturias,2023,agriculture:crop-residues,34188.320461270996
Asturias,2024,agriculture:crop-residues,34188.320461270996
Asturias,2025,agriculture:crop-residues,11395.639930985748
Extremadura,2021,agriculture:crop-residues,168545.28468439585
Extremadura,2022,agriculture:crop-residues,130777.60205938059
Extremadura,2023,agriculture:crop-residues,128151.14993992957
Extremadura,2024,agriculture:crop-residues,128151.14993992957
Extremadura,2025,agriculture:crop-residues,42715.240068144216
Baleares,2021,agriculture:crop-residues,0
Baleares,2022,agriculture:crop-residues,0
Baleares,2023,agriculture:crop-residues,0
Baleares,2024,agriculture:crop-residues,0
Baleares,2025,agriculture:crop-residues,0
Cataluña,2021,agriculture:crop-residues,69225.25352155768
Cataluña,2022,agriculture:crop-residues,58565.66300698304
Cataluña,2023,agriculture:crop-residues,52891.37669489207
Cataluña,2024,agriculture:crop-residues,52891.37669489207
Cataluña,2025,agriculture:crop-residues,17629.699283112343
Cantabria,2021,agriculture:crop-residues,53344.65117484194
Cantabria,2022,agriculture:crop-residues,46303.031607345845
Cantabria,2023,agriculture:crop-residues,43088.00193382405
Cantabria,2024,agriculture:crop-residues,43088.00193382405
Cantabria,2025,agriculture:crop-residues,14362.078690023944
Comunidad Valenciana,2021,agriculture:crop-residues,8909.893691927655
Comunidad Valenciana,2022,agriculture:crop-residues,6937.140078423664
Comunidad Valenciana,2023,agriculture:crop-residues,6757.918893575255
Comunidad Valenciana,2024,agriculture:crop-residues,6757.918893575255
Comunidad Valenciana,2025,agriculture:crop-residues,2252.5486014595795
Andalucía,2021,agriculture:crop-residues,327619.7795496175
Andalucía,2022,agriculture:crop-residues,255376.6349054218
Andalucía,2023,agriculture:crop-residues,259117.66459923246
Andalucía,2024,agriculture:crop-residues,259117.5490254277
Andalucía,2025,agriculture:crop-residues,86368.96491052769
Castilla-La Mancha,2021,agriculture:crop-residues,148453.9944494825
Castilla-La Mancha,2022,agriculture:crop-residues,123764.78842504967
Castilla-La Mancha,2023,agriculture:crop-residues,111000.06338131192
Castilla-La Mancha,2024,agriculture:crop-residues,111000.06338131192
Castilla-La Mancha,2025,agriculture:crop-residues,36998.506360155145
Madrid,2021,agriculture:crop-residues,121037.0729830518
Madrid,2022,agriculture:crop-residues,100644.83663033161
Madrid,2023,agriculture:crop-residues,90152.92556819705
Madrid,2024,agriculture:crop-residues,90152.92556819705
Madrid,2025,agriculture:crop-residues,30049.74716005558
Navarra,2021,agriculture:crop-residues,40051.43913841958
Navarra,2022,agriculture:crop-residues,35170.94120778054
Navarra,2023,agriculture:crop-residues,30850.243321524926
Navarra,2024,agriculture:crop-residues,30850.243321524926
Navarra,2025,agriculture:crop-residues,10282.9928625401
Aragón,2021,agriculture:crop-residues,153383.54763245015
Aragón,2022,agriculture:crop-residues,130939.29065000976
Aragón,2023,agriculture:crop-residues,111907.94652695039
Aragón,2024,agriculture:crop-residues,111907.94652695039
Aragón,2025,agriculture:crop-residues,37301.12187919919
La Rioja,2021,agriculture:crop-residues,55024.81432269559
La Rioja,2022,agriculture:crop-residues,47842.7682854218
La Rioja,2023,agriculture:crop-residues,44457.456746175754
La Rioja,2024,agriculture:crop-residues,44457.456746175754
La Rioja,2025,agriculture:crop-residues,14818.543391283576
Canarias,2021,agriculture:crop-residues,0
Canarias,2022,agriculture:crop-residues,0
Canarias,2023,agriculture:crop-residues,0
Canarias,2024,agriculture:crop-residues,0
Canarias,2025,agriculture:crop-residues,0
Castilla y León,2021,agriculture:crop-residues,226088.11478468482
Castilla y León,2022,agriculture:crop-residues,195092.92175114533
Castilla y León,2023,agriculture:crop-residues,180090.10074831528
Castilla y León,2024,agriculture:crop-residues,180090.10074831528
Castilla y León,2025,agriculture:crop-residues,60027.57463500593
País Vasco,2021,agriculture:crop-residues,11592.122996049982
País Vasco,2022,agriculture:crop-residues,10185.890967829451
País Vasco,2023,agriculture:crop-residues,10026.472818048667
País Vasco,2024,agriculture:crop-residues,10026.472818048667
País Vasco,2025,agriculture:crop-residues,3342.020778480505
Galicia,2021,agriculture:enteric-fermentation-cattle-pasture,350322.84837000014
Galicia,2022,agriculture:enteric-fermentation-cattle-pasture,348734.2612499999
Galicia,2023,agriculture:enteric-fermentation-cattle-pasture,349534.4281200004
Galicia,2024,agriculture:enteric-fermentation-cattle-pasture,349534.4281200004
Galicia,2025,agriculture:enteric-fermentation-cattle-pasture,116511.47603999996
España,2021,agriculture:enteric-fermentation-cattle-pasture,223346.27258999977
España,2022,agriculture:enteric-fermentation-cattle-pasture,222351.62741999968
España,2023,agriculture:enteric-fermentation-cattle-pasture,222848.19710999983
España,2024,agriculture:enteric-fermentation-cattle-pasture,222848.19710999983
España,2025,agriculture:enteric-fermentation-cattle-pasture,74282.73237000003
Murcia,2021,agriculture:enteric-fermentation-cattle-pasture,247596.91766999988
Murcia,2022,agriculture:enteric-fermentation-cattle-pasture,246476.37230999986
Murcia,2023,agriculture:enteric-fermentation-cattle-pasture,247033.20734999987
Murcia,2024,agriculture:enteric-fermentation-cattle-pasture,247033.20734999987
Murcia,2025,agriculture:enteric-fermentation-cattle-pasture,82344.40244999997
Asturias,2021,agriculture:enteric-fermentation-cattle-pasture,415217.97909000004
Asturias,2022,agriculture:enteric-fermentation-cattle-pasture,413347.3648199996
Asturias,2023,agriculture:enteric-fermentation-cattle-pasture,414278.72927999956
Asturias,2024,agriculture:enteric-fermentation-cattle-pasture,414278.72927999956
Asturias,2025,agriculture:enteric-fermentation-cattle-pasture,138092.90975999995
Extremadura,2021,agriculture:enteric-fermentation-cattle-pasture,618791.60115
Extremadura,2022,agriculture:enteric-fermentation-cattle-pasture,615991.8685499995
Extremadura,2023,agriculture:enteric-fermentation-cattle-pasture,617380.1523900002
Extremadura,2024,agriculture:enteric-fermentation-cattle-pasture,617380.1523900002
Extremadura,2025,agriculture:enteric-fermentation-cattle-pasture,205793.38412999985
Baleares,2021,agriculture:enteric-fermentation-cattle-pasture,2799.440999999999
Baleares,2022,agriculture:enteric-fermentation-cattle-pasture,2791.745999999999
Baleares,2023,agriculture:enteric-fermentation-cattle-pasture,2793.2849999999985
Baleares,2024,agriculture:enteric-fermentation-cattle-pasture,2793.2849999999985
Baleares,2025,agriculture:enteric-fermentation-cattle-pasture,931.0949999999996
Cataluña,2021,agriculture:enteric-fermentation-cattle-pasture,140227.29746999993
Cataluña,2022,agriculture:enteric-fermentation-cattle-pasture,139593.46923000002
Cataluña,2023,agriculture:enteric-fermentation-cattle-pasture,139906.79450999992
Cataluña,2024,agriculture:enteric-fermentation-cattle-pasture,139906.79450999992
Cataluña,2025,agriculture:enteric-fermentation-cattle-pasture,46635.59816999996
Cantabria,2021,agriculture:enteric-fermentation-cattle-pasture,388334.23271999974
Cantabria,2022,agriculture:enteric-fermentation-cattle-pasture,386579.2011300001
Cantabria,2023,agriculture:enteric-fermentation-cattle-pasture,387456.67196999985
Cantabria,2024,agriculture:enteric-fermentation-cattle-pasture,387456.67196999985
Cantabria,2025,agriculture:enteric-fermentation-cattle-pasture,129152.22398999995
Comunidad Valenciana,2021,agriculture:enteric-fermentation-cattle-pasture,59687.020799999955
Comunidad Valenciana,2022,agriculture:enteric-fermentation-cattle-pasture,59421.39371999999
Comunidad Valenciana,2023,agriculture:enteric-fermentation-cattle-pasture,59563.55735999999
Comunidad Valenciana,2024,agriculture:enteric-fermentation-cattle-pasture,59563.55735999999
Comunidad Valenciana,2025,agriculture:enteric-fermentation-cattle-pasture,19854.519119999997
Andalucía,2021,agriculture:enteric-fermentation-cattle-pasture,500739.33968999924
Andalucía,2022,agriculture:enteric-fermentation-cattle-pasture,498440.79080999986
Andalucía,2023,agriculture:enteric-fermentation-cattle-pasture,499587.83774999983
Andalucía,2024,agriculture:enteric-fermentation-cattle-pasture,499587.83774999983
Andalucía,2025,agriculture:enteric-fermentation-cattle-pasture,166529.27925
Castilla-La Mancha,2021,agriculture:enteric-fermentation-cattle-pasture,232389.24786
Castilla-La Mancha,2022,agriculture:enteric-fermentation-cattle-pasture,231341.5466099998
Castilla-La Mancha,2023,agriculture:enteric-fermentation-cattle-pasture,231869.88827999978
Castilla-La Mancha,2024,agriculture:enteric-fermentation-cattle-pasture,231869.88827999978
Castilla-La Mancha,2025,agriculture:enteric-fermentation-cattle-pasture,77289.96275999998
Madrid,2021,agriculture:enteric-fermentation-cattle-pasture,326909.98980000004
Madrid,2022,agriculture:enteric-fermentation-cattle-pasture,325450.12949999986
Madrid,2023,agriculture:enteric-fermentation-cattle-pasture,326159.5075199999
Madrid,2024,agriculture:enteric-fermentation-cattle-pasture,326159.5075199999
Madrid,2025,agriculture:enteric-fermentation-cattle-pasture,108719.83583999994
Navarra,2021,agriculture:enteric-fermentation-cattle-pasture,202124.71160999994
Navarra,2022,agriculture:enteric-fermentation-cattle-pasture,201223.33145999993
Navarra,2023,agriculture:enteric-fermentation-cattle-pasture,201674.57975999996
Navarra,2024,agriculture:enteric-fermentation-cattle-pasture,201674.57975999996
Navarra,2025,agriculture:enteric-fermentation-cattle-pasture,67224.85991999997
Aragón,2021,agriculture:enteric-fermentation-cattle-pasture,525369.1328100002
Aragón,2022,agriculture:enteric-fermentation-cattle-pasture,522978.28334999975
Aragón,2023,agriculture:enteric-fermentation-cattle-pasture,524169.13590000005
Aragón,2024,agriculture:enteric-fermentation-cattle-pasture,524169.13590000005
Aragón,2025,agriculture:enteric-fermentation-cattle-pasture,174723.0452999999
La Rioja,2021,agriculture:enteric-fermentation-cattle-pasture,182238.35706
La Rioja,2022,agriculture:enteric-fermentation-cattle-pasture,181422.51291
La Rioja,2023,agriculture:enteric-fermentation-cattle-pasture,181824.9867899999
La Rioja,2024,agriculture:enteric-fermentation-cattle-pasture,181824.9867899999
La Rioja,2025,agriculture:enteric-fermentation-cattle-pasture,60608.328929999974
Castilla y León,2021,agriculture:enteric-fermentation-cattle-pasture,662481.17676
Castilla y León,2022,agriculture:enteric-fermentation-cattle-pasture,659510.3133
Castilla y León,2023,agriculture:enteric-fermentation-cattle-pasture,661032.1456199989
Castilla y León,2024,agriculture:enteric-fermentation-cattle-pasture,661032.1456199989
Castilla y León,2025,agriculture:enteric-fermentation-cattle-pasture,220344.04853999993
País Vasco,2021,agriculture:enteric-fermentation-cattle-pasture,92764.46429999996
País Vasco,2022,agriculture:enteric-fermentation-cattle-pasture,92352.57362999997
País Vasco,2023,agriculture:enteric-fermentation-cattle-pasture,92566.48301999999
País Vasco,2024,agriculture:enteric-fermentation-cattle-pasture,92566.48301999999
País Vasco,2025,agriculture:enteric-fermentation-cattle-pasture,30855.494339999994
Galicia,2021,agriculture:manure-applied-to-soils,203245.13971256648
Galicia,2022,agriculture:manure-applied-to-soils,217915.29136936515
Galicia,2023,agriculture:manure-applied-to-soils,230250.7242892887
Galicia,2024,agriculture:manure-applied-to-soils,233754.5593016846
Galicia,2025,agriculture:manure-applied-to-soils,77915.03785103612
España,2021,agriculture:manure-applied-to-soils,244125.64160986798
España,2022,agriculture:manure-applied-to-soils,245605.54857028116
España,2023,agriculture:manure-applied-to-soils,255156.73034227497
España,2024,agriculture:manure-applied-to-soils,259040.29079575257
España,2025,agriculture:manure-applied-to-soils,86343.25352203813
Murcia,2021,agriculture:manure-applied-to-soils,252194.40662849837
Murcia,2022,agriculture:manure-applied-to-soils,251634.14154527299
Murcia,2023,agriculture:manure-applied-to-soils,255740.2012421032
Murcia,2024,agriculture:manure-applied-to-soils,259635.43397346503
Murcia,2025,agriculture:manure-applied-to-soils,86541.62382667264
Asturias,2021,agriculture:manure-applied-to-soils,112400.46159271261
Asturias,2022,agriculture:manure-applied-to-soils,118427.40273243285
Asturias,2023,agriculture:manure-applied-to-soils,119912.54998444453
Asturias,2024,agriculture:manure-applied-to-soils,121738.9365337605
Asturias,2025,agriculture:manure-applied-to-soils,40577.99678800659
Extremadura,2021,agriculture:manure-applied-to-soils,373074.20606434456
Extremadura,2022,agriculture:manure-applied-to-soils,342740.30988756346
Extremadura,2023,agriculture:manure-applied-to-soils,371447.7735636045
Extremadura,2024,agriculture:manure-applied-to-soils,377096.12888982025
Extremadura,2025,agriculture:manure-applied-to-soils,125693.41489649059
Baleares,2021,agriculture:manure-applied-to-soils,28486.29314967522
Baleares,2022,agriculture:manure-applied-to-soils,29085.370493275983
Baleares,2023,agriculture:manure-applied-to-soils,30481.64011104447
Baleares,2024,agriculture:manure-applied-to-soils,30945.90559040526
Baleares,2025,agriculture:manure-applied-to-soils,10314.883853563515
Cataluña,2021,agriculture:manure-applied-to-soils,183044.07055218244
Cataluña,2022,agriculture:manure-applied-to-soils,186397.21139573478
Cataluña,2023,agriculture:manure-applied-to-soils,186234.10724262774
Cataluña,2024,agriculture:manure-applied-to-soils,189068.6850515879
Cataluña,2025,agriculture:manure-applied-to-soils,63020.20662459656
Cantabria,2021,agriculture:manure-applied-to-soils,123065.27767783438
Cantabria,2022,agriculture:manure-applied-to-soils,130647.0670314119
Cantabria,2023,agriculture:manure-applied-to-soils,135778.2583732248
Cantabria,2024,agriculture:manure-applied-to-soils,137846.29532861078
Cantabria,2025,agriculture:manure-applied-to-soils,45946.89814862865
Comunidad Valenciana,2021,agriculture:manure-applied-to-soils,102507.35740989039
Comunidad Valenciana,2022,agriculture:manure-applied-to-soils,96354.88352996828
Comunidad Valenciana,2023,agriculture:manure-applied-to-soils,104176.11684761434
Comunidad Valenciana,2024,agriculture:manure-applied-to-soils,105762.82198060615
Comunidad Valenciana,2025,agriculture:manure-applied-to-soils,35252.84972566231
Andalucía,2021,agriculture:manure-applied-to-soils,624826.5649201954
Andalucía,2022,agriculture:manure-applied-to-soils,586574.3882073854
Andalucía,2023,agriculture:manure-applied-to-soils,660319.1389374593
Andalucía,2024,agriculture:manure-applied-to-soils,670376.6183553523
Andalucía,2025,agriculture:manure-applied-to-soils,223449.69522964515
Castilla-La Mancha,2021,agriculture:manure-applied-to-soils,238885.87545119002
Castilla-La Mancha,2022,agriculture:manure-applied-to-soils,234784.2818393113
Castilla-La Mancha,2023,agriculture:manure-applied-to-soils,223259.8184882179
Castilla-La Mancha,2024,agriculture:manure-applied-to-soils,226660.28599176524
Castilla-La Mancha,2025,agriculture:manure-applied-to-soils,75550.33752833279
Madrid,2021,agriculture:manure-applied-to-soils,186701.53867894848
Madrid,2022,agriculture:manure-applied-to-soils,185787.53952960568
Madrid,2023,agriculture:manure-applied-to-soils,180856.94830584648
Madrid,2024,agriculture:manure-applied-to-soils,183611.5782238908
Madrid,2025,agriculture:manure-applied-to-soils,61201.35828128318
Navarra,2021,agriculture:manure-applied-to-soils,67546.87708586859
Navarra,2022,agriculture:manure-applied-to-soils,69440.2170914656
Navarra,2023,agriculture:manure-applied-to-soils,64355.18301146575
Navarra,2024,agriculture:manure-applied-to-soils,65328.60670669865
Navarra,2025,agriculture:manure-applied-to-soils,21775.309488507362
Aragón,2021,agriculture:manure-applied-to-soils,267891.55755055125
Aragón,2022,agriculture:manure-applied-to-soils,272189.8536450373
Aragón,2023,agriculture:manure-applied-to-soils,253747.67755389088
Aragón,2024,agriculture:manure-applied-to-soils,257612.5041160488
Aragón,2025,agriculture:manure-applied-to-soils,85867.31989357098
La Rioja,2021,agriculture:manure-applied-to-soils,83403.69692454141
La Rioja,2022,agriculture:manure-applied-to-soils,86281.31907236436
La Rioja,2023,agriculture:manure-applied-to-soils,84589.56287349216
La Rioja,2024,agriculture:manure-applied-to-soils,85877.94544783248
La Rioja,2025,agriculture:manure-applied-to-soils,28624.8055988587
Canarias,2021,agriculture:manure-applied-to-soils,25501.768123524616
Canarias,2022,agriculture:manure-applied-to-soils,25925.333856968646
Canarias,2023,agriculture:manure-applied-to-soils,30859.824986399748
Canarias,2024,agriculture:manure-applied-to-soils,31329.85059486789
Canarias,2025,agriculture:manure-applied-to-soils,10442.86412673177
Castilla y León,2021,agriculture:manure-applied-to-soils,347852.1372410728
Castilla y León,2022,agriculture:manure-applied-to-soils,361757.3787936455
Castilla y León,2023,agriculture:manure-applied-to-soils,359611.7296151895
Castilla y León,2024,agriculture:manure-applied-to-soils,365087.7413511905
Castilla y León,2025,agriculture:manure-applied-to-soils,121690.93021929222
País Vasco,2021,agriculture:manure-applied-to-soils,20141.306021979042
País Vasco,2022,agriculture:manure-applied-to-soils,20667.05239683836
País Vasco,2023,agriculture:manure-applied-to-soils,20641.97049130895
País Vasco,2024,agriculture:manure-applied-to-soils,20956.368085735852
País Vasco,2025,agriculture:manure-applied-to-soils,6985.170356912846
Galicia,2021,agriculture:manure-left-on-pasture-cattle,124304.42003999994
Galicia,2022,agriculture:manure-left-on-pasture-cattle,123740.74365000005
Galicia,2023,agriculture:manure-left-on-pasture-cattle,124024.66409999997
Galicia,2024,agriculture:manure-left-on-pasture-cattle,124024.66409999997
Galicia,2025,agriculture:manure-left-on-pasture-cattle,41341.55469999998
España,2021,agriculture:manure-left-on-pasture-cattle,79249.55241000024
España,2022,agriculture:manure-left-on-pasture-cattle,78896.61533999992
España,2023,agriculture:manure-left-on-pasture-cattle,79072.81865999983
España,2024,agriculture:manure-left-on-pasture-cattle,79072.81865999983
España,2025,agriculture:manure-left-on-pasture-cattle,26357.60622000001
Murcia,2021,agriculture:manure-left-on-pasture-cattle,87854.36094
Murcia,2022,agriculture:manure-left-on-pasture-cattle,87456.76349999994
Murcia,2023,agriculture:manure-left-on-pasture-cattle,87654.34325999998
Murcia,2024,agriculture:manure-left-on-pasture-cattle,87654.34325999998
Murcia,2025,agriculture:manure-left-on-pasture-cattle,29218.11441999999
Asturias,2021,agriculture:manure-left-on-pasture-cattle,147331.03599
Asturias,2022,agriculture:manure-left-on-pasture-cattle,146667.29099999988
Asturias,2023,agriculture:manure-left-on-pasture-cattle,146997.76622999995
Asturias,2024,agriculture:manure-left-on-pasture-cattle,146997.76622999995
Asturias,2025,agriculture:manure-left-on-pasture-cattle,48999.25540999998
Extremadura,2021,agriculture:manure-left-on-pasture-cattle,219564.69488999996
Extremadura,2022,agriculture:manure-left-on-pasture-cattle,218571.2727599999
Extremadura,2023,agriculture:manure-left-on-pasture-cattle,219063.87251999992
Extremadura,2024,agriculture:manure-left-on-pasture-cattle,219063.87251999992
Extremadura,2025,agriculture:manure-left-on-pasture-cattle,73021.29083999999
Baleares,2021,agriculture:manure-left-on-pasture-cattle,993.3217199999995
Baleares,2022,agriculture:manure-left-on-pasture-cattle,990.5904899999996
Baleares,2023,agriculture:manure-left-on-pasture-cattle,991.1361899999996
Baleares,2024,agriculture:manure-left-on-pasture-cattle,991.1361899999996
Baleares,2025,agriculture:manure-left-on-pasture-cattle,330.37872999999985
Cataluña,2021,agriculture:manure-left-on-pasture-cattle,49756.597439999954
Cataluña,2022,agriculture:manure-left-on-pasture-cattle,49531.69419
Cataluña,2023,agriculture:manure-left-on-pasture-cattle,49642.87433999996
Cataluña,2024,agriculture:manure-left-on-pasture-cattle,49642.87433999996
Cataluña,2025,agriculture:manure-left-on-pasture-cattle,16547.62477999999
Cantabria,2021,agriculture:manure-left-on-pasture-cattle,137791.9283999999
Cantabria,2022,agriculture:manure-left-on-pasture-cattle,137169.19250999996
Cantabria,2023,agriculture:manure-left-on-pasture-cattle,137480.54339999997
Cantabria,2024,agriculture:manure-left-on-pasture-cattle,137480.54339999997
Cantabria,2025,agriculture:manure-left-on-pasture-cattle,45826.847799999974
Comunidad Valenciana,2021,agriculture:manure-left-on-pasture-cattle,21178.63575
Comunidad Valenciana,2022,agriculture:manure-left-on-pasture-cattle,21084.385139999995
Comunidad Valenciana,2023,agriculture:manure-left-on-pasture-cattle,21134.829119999984
Comunidad Valenciana,2024,agriculture:manure-left-on-pasture-cattle,21134.829119999984
Comunidad Valenciana,2025,agriculture:manure-left-on-pasture-cattle,7044.943039999997
Andalucía,2021,agriculture:manure-left-on-pasture-cattle,177676.42680000016
Andalucía,2022,agriculture:manure-left-on-pasture-cattle,176860.83335999984
Andalucía,2023,agriculture:manure-left-on-pasture-cattle,177267.83894999992
Andalucía,2024,agriculture:manure-left-on-pasture-cattle,177267.83894999992
Andalucía,2025,agriculture:manure-left-on-pasture-cattle,59089.27964999998
Castilla-La Mancha,2021,agriculture:manure-left-on-pasture-cattle,82458.25298999992
Castilla-La Mancha,2022,agriculture:manure-left-on-pasture-cattle,82086.49799999996
Castilla-La Mancha,2023,agriculture:manure-left-on-pasture-cattle,82273.97057999996
Castilla-La Mancha,2024,agriculture:manure-left-on-pasture-cattle,82273.97057999996
Castilla-La Mancha,2025,agriculture:manure-left-on-pasture-cattle,27424.656859999985
Madrid,2021,agriculture:manure-left-on-pasture-cattle,115996.87542000005
Madrid,2022,agriculture:manure-left-on-pasture-cattle,115478.87549999995
Madrid,2023,agriculture:manure-left-on-pasture-cattle,115730.58326999992
Madrid,2024,agriculture:manure-left-on-pasture-cattle,115730.58326999992
Madrid,2025,agriculture:manure-left-on-pasture-cattle,38576.86109
Navarra,2021,agriculture:manure-left-on-pasture-cattle,71719.54191
Navarra,2022,agriculture:manure-left-on-pasture-cattle,71399.70755999997
Navarra,2023,agriculture:manure-left-on-pasture-cattle,71559.82145999996
Navarra,2024,agriculture:manure-left-on-pasture-cattle,71559.82145999996
Navarra,2025,agriculture:manure-left-on-pasture-cattle,23853.27381999999
Aragón,2021,agriculture:manure-left-on-pasture-cattle,186415.76843999996
Aragón,2022,agriculture:manure-left-on-pasture-cattle,185567.43107999978
Aragón,2023,agriculture:manure-left-on-pasture-cattle,185989.97985000006
Aragón,2024,agriculture:manure-left-on-pasture-cattle,185989.97985000006
Aragón,2025,agriculture:manure-left-on-pasture-cattle,61996.65994999999
La Rioja,2021,agriculture:manure-left-on-pasture-cattle,64663.305329999945
